Revenue,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expense,Operating Expenses,Interest Expense,Income Tax Expense,Net Income,Gross Margin,Profit Margin,Free Cash Flow margin,Consolidated Income,Short-term investments,Receivables,Inventories,Total current assets,"Property, Plant & Equipment Net",Long-term investments,Total non-current assets,Payables,Short-term debt,Total current liabilities,Total debt,Deferred revenue,Total liabilities,Other comprehensive income,Total shareholders equity,Investments,Depreciation & Amortization,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Issuance (repayment) of debt,Issuance (buybacks) of shares,Effect of forex changes on cash,Net Income per Share,Shareholders Equity per Share,Market Cap,Enterprise Value,Income Quality,Invested Capital,Average Payables,Days Sales Outstanding,Operating Income Growth,Inventory Growth,Asset Growth,Debt Growth,R&D Expense Growth,Class
14799000,8606000,6193000,1148000,5699000,8560000,-7922000,-230000,5785000,0.4185,0.386,0.0997,5785000,0,1220000,0,5881000,1159000,0,9543000,337000,1194000,2793000,1563000,0,3162000,0,12262000,0,1621000,-133000,0,0,1420000,-2370000,0,1.5384,3.2609,13729476,11346476,0.2815,1872000,206000,30.0899,-0.1353,0,-0.0652,-0.8534,0.0278,0
827900000,432100000,395800000,0,215400000,370400000,71200000,17300000,-71500000,0.4781,-0.086,0.0258,-71500000,0,90000000,0,215300000,499300000,0,1570100000,22500000,8500000,174900000,1245300000,148900000,1554000000,-3900000,231400000,0,132600000,-42000000,-706300000,0,499600000,2800000,-1200000,-1.7059,5.521,1903334256,3047434256,-0.8867,1693000000,16900000,39.6787,-0.3775,0,0.8729,0.7045,0,0
10532600157,4637863315,5894736842,0,2037706206,3741555381,0,463472113.1,1239591516,0.5597,0.0927,0.0646,1239591516,14139827.18,1267871170,298507462.7,3037706206,8930086410,0,21355852317,1932443048,1181461115,3959151610,10809112333,496465043.2,16963864886,0,7396700707,14139827.18,1703849175,-2420267086,-441476826.4,0,679497250.6,0,0,1.4401,8.593,,,2.5013,19143754910,1833037000,43.9372,0.3262,0.2537,0.1275,0.1148,0,0
41540054414,14172762999,27367291415,0,6419437727,26772823458,866686819.8,112303506.7,276299879.1,0.6588,0.0011,0.1898,279625151.1,24183796.86,3733071342,338422007.3,11596432890,62967956469,6028869407,74858071342,20490024184,7987908102,36672007255,11230652963,7958434099,40452841596,0,45956771463,6053053204,11712817412,-5950423216,-123186215.2,-454504232.2,-15583585248,11329201935,-15266021.77,5.0553,840.8441,37913400000,,50.0651,54795949214,21359986894,32.8014,0.5331,-0.0332,-0.0224,-0.5608,0,0
1065700000,531000000,534700000,0,235100000,479300000,85200000,26700000,40000000,0.5017,0.028,-0.0067,40000000,0,239800000,44300000,710400000,1129000000,0,1477200000,185600000,18400000,357300000,1747700000,36300000,2305500000,-173700000,-117900000,0,193000000,-210500000,-26300000,0,431400000,0,0,0.9479,-2.7938,892223621.1,2243423621,6.8716,2898200000,145750000,82.131,-0.4393,0.9515,0.4196,0.4485,0,0
9450111053,2696968679,6753142374,0,1772558957,3522129246,204024431.6,733721665,2407178831,0.7146,0,0.1403,2407178831,160110180.6,704691103,46493108.12,3504371973,9569180566,158268139.8,11098221738,1163506609,552464856.8,3343377613,2613634756,529844596.6,6362703420,0,6813119220,318378320.4,0,-2314855749,-35661908.6,-49808781.44,212203092.5,0,2357812.139,0,0,12142350000,,1.5122,11760030133,1087853120,27.2179,0.1141,0.0767,0.1012,0.1117,0,0
42990430,22242286,20748144,0,30551270,35189255,1296436,-80522,-15038938,0.4826,-0.35,-0.0996,-15038938,0,13005718,0,17002132,449949,0,10382460,6506902,2756,18171375,2756,0,18171375,0,9213217,0,152012,-872945,0,0,-6920110,5896443,0,-0.7077,0.4336,151329591.4,147720909.4,0.2266,-4235556,4845569.5,110.4219,-6.9931,0,-0.0916,-0.9996,0,0
,,,,,,,,,,,,,,556000000,,1375000000,4169000000,0,12242000000,287000000,263000000,1587000000,6108000000,193000000,10287000000,-64000000,3330000000,0,794000000,-639000000,,0,-1470000000,0,2000000,,,,,,,,,,,,,,0
3911858974,0,3911858974,0,0,3111378205,213942307.7,145032051.3,681891025.6,1,0.1394,0.0881,681891025.6,0,229166666.7,87339743.59,895833333.3,3480769231,750801282.1,10620993590,731570512.8,1602564.103,1115384615,3445512821,561698717.9,6585737179,0,4930288462,750801282.1,0,-858974359,1526442308,-68910256.41,-462339743.6,61698717.95,-801282.0513,2.1841,15.7919,,,1.765,7258814103,726365852.3,21.3826,-0.0422,0.7589,-0.0199,-0.1963,0,0
3602648649,1245027027,2357621622,0,830054054.1,1584162162,11729729.73,298162162.2,526000000,0.6544,0.0079,0.0556,532918918.9,8756756.757,225081081.1,7351351.351,574378378.4,2470324324,39729729.73,4510486486,310108108.1,74756756.76,1006540541,865351351.4,0,2110378378,0,2928756757,48486486.49,529945945.9,-1032594595,19459459.46,133351351.4,-19405405.41,0,0,929.6905,5176.4971,7228440000,,2.3438,2613621622,440951730.8,22.8039,0.0029,-0.9081,0.6947,0.1601,0,0
4640016842,-2986887895,7626904737,0,697530526.3,901038157.9,300342631.6,150462631.6,520823421.1,1.6437,0.0295,0.1038,536252368.4,0,1909901316,27395263.16,3702396316,2543528421,3155789.474,5240358684,974591052.6,1125830000,2427327105,3298986579,51008157.89,4983521316,0,3944516053,3155789.474,683415789.5,-703388157.9,0,-3155789.474,438869210.5,0,113185789.5,8.5432,64.7033,5656650000,,2.2756,8502280526,1074894383,150.2395,0.144,-0.2735,-0.0095,0.1805,0,0
532938000,102651000,430287000,0,128792000,128792000,0,121676000,174293000,0.8074,0.327,0.5231,170714000,724981000,216293000,0,1395794000,10673000,0,458626000,10260000,0,376441000,285126000,616813000,981272000,-2083000,855267000,724981000,57053000,-37004000,0,-183293000,0,-7311000,0,5.0366,24.7151,2728317926,1855448926,1.8119,1004683000,12155000,148.1353,-0.3106,0,0.0733,0.0482,0,0
1501729000,1275708000,226021000,0,188293000,220472000,-1254000,-2021000,8177000,0.1505,0.005,0.0088,9641000,58272000,64979000,0,371117000,88994000,26894000,147846000,40989000,0,362776000,0,76451000,364406000,-2343000,145734000,85166000,21704000,-22949000,-1827000,-14829000,0,23928000,293000,0.3527,6.2865,367835214.7,219219214.7,4.4141,54517000,35393000,15.7934,-0.7037,0,0.105,0,0,0
3197305024,424878546.2,2772426478,0,1379275875,2582278734,0,22051620.38,267318419,0.8671,0.0017,0.1552,269217697.3,23471080.99,674963513.9,78630120.55,1792698774,3736720046,1261120774,7392690778,1239928827,299026370,3360542994,3450908655,0,6962574222,-382874507.7,2136028309,1284591855,1054599252,-716567704.3,179631739.9,120834083,-336752034.2,0,-11035806.39,3094.3399,24725.5599,5162400000,,4.537,7226773826,1154143825,77.0529,-0.6185,0.0409,-0.0418,-0.0757,0,0
124464000,39965000,84499000,0,39437000,59143000,10905000,18706000,-13436000,0.6789,-0.108,0.1865,-13436000,0,22176000,0,166715000,24433000,30907000,331171000,5350000,2133000,31605000,207642000,0,258982000,472000,238904000,30907000,16228000,-2496000,-39986000,0,-2133000,-22234000,0,-0.3345,5.9482,475035722.7,558378722.7,-1.9136,272477000,4644000,65.0328,-0.3665,0,-0.0614,-0.0125,0,1
611991000,211507000,400484000,0,165937000,353974000,38237000,-53133000,66390000,0.6544,0.108,0.1249,66390000,0,54184000,5704000,172895000,686327000,11472000,1238965000,28953000,64397000,137584000,821958000,21153000,1061638000,8230000,350222000,11472000,177007000,-146489000,-6000000,14000,-11375000,0,0,1.3508,7.1256,1667609858,2410982858,3.3579,1490173000,50881500,32.3161,1.0647,-0.8539,-0.0489,-0.0088,0,1
959956000,337040000,622916000,0,204384000,386577000,46864000,-45028000,235171000,0.6489,0.245,0.168,235171000,0,29930000,0,223911000,831892000,0,1980721000,117855000,14375000,147238000,1175057000,15008000,1528185000,-352000,676447000,0,181619000,-163220000,-727947000,0,633120000,-528000,0,41.4028,119.0913,4057776091,5071081091,1.3798,1932825000,100279000,11.3802,0.2632,0,0.5514,1.1876,0,1
7660404040,4944006734,2716397306,130841750.8,1009528620,1140370370,740740.7407,264276094.3,1352188552,0.3546,0.006,0.3373,1352188552,0,1077104377,297643097.6,2671178451,9720808081,271952862,12510707071,1517878788,2356902.357,2152828283,56228956.23,121616161.6,2743838384,0,12152727273,271952862,1075084175,0,0,0,-2289562.29,0,4107744.108,1522.6357,13684.6121,27734240000,,1.911,10266835017,1472073213,51.3215,0.0456,0.2929,0.0954,0.0432,0.1147,1
3890000000,1803000000,2087000000,0,1412000000,2391000000,113000000,-287000000,12000000,0.5365,0.003,0.001,15000000,50000000,842000000,138000000,1483000000,2330000000,415000000,5358000000,310000000,18000000,733000000,1640000000,185000000,3154000000,0,3677000000,465000000,615000000,-465000000,21000000,-50000000,-14000000,1000000,0,0.1412,43.2588,3170011951,4408011951,39.0833,5173000000,315500000,79.0051,-7.3333,0,-0.0378,0.0068,0,1
104524000,45195000,59329000,24239000,48366000,72605000,0,0,-12949000,0.5676,-0.124,-0.0112,-12949000,49211000,4714000,7450000,67256000,4176000,0,6082000,5857000,0,32957000,0,15521000,33518000,-11000,39820000,49211000,1996000,-1558000,0,-21411000,-628000,1477000,0,-0.7403,2.2767,172701900.5,119500900.5,-0.0297,34737000,5321500,16.4614,-0.0464,0.0606,-0.0418,-1,0.3101,1
171175000,28418000,142757000,50204000,70223000,132051000,0,26865000,-15306000,0.834,-0.089,0.0368,-15306000,3978000,29722000,1672000,144303000,13399000,0,203701000,1305000,0,48337000,0,29920000,57475000,-1088000,290529000,3978000,11624000,-9214000,0,43000,0,-9767000,11000,-0.7573,14.3753,306744315.1,199587315.1,-1.0137,55540000,3738500,63.3768,-0.5167,-0.1623,-0.1033,0,0.0866,0
3590000000,876200000,2713800000,0,710700000,2876700000,381800000,147500000,-778100000,0.7559,-0.217,-0.0184,-798700000,0,556500000,0,1374800000,4169200000,0,12242100000,286800000,263300000,1586900000,6371500000,143400000,8926300000,-64200000,3329600000,0,793700000,-639300000,-1300000,0,289500000,0,1700000,-4.5446,19.4472,3694769937,9536369937,-0.7367,10316400000,253100000,56.5801,-1.5167,0,-0.0373,0.0535,0,0
49050420168,0,49050420168,0,0,43273709484,1529411765,1262905162,2212484994,1,0.054,0.0667,2448979592,7156062425,6212484994,992797118.8,26094837935,32010804322,4547418968,88369747899,7835534214,13170468187,34882352941,51701080432,91236494.6,74234093637,0,37184873950,11703481393,8218487395,-8942376951,567827130.9,-1237695078,466986794.7,-4801920.768,0,0.5771,9.6997,,,5.5203,74788715486,7188293423,46.2291,0.4468,0.1516,0.1397,0.1205,0,0
98292000,65146000,33146000,9853000,16777000,26630000,48000,1263000,6981000,0.3372,0.071,0.0316,6981000,3143000,16911000,17139000,166813000,1714000,14695000,20231000,27452000,0,88264000,0,11421000,96052000,62411000,90992000,17838000,628000,-732000,0,-3145000,0,-27000,2112000,0.1968,2.5655,179640000,,0.5498,6932000,24966000,62.7977,2.815,-0.2409,0.0467,0,0.1589,0
481193000,195238000,285955000,0,137478000,230647000,8838000,-1341000,31488000,0.5943,0.065,0.007,48894000,7076000,43529000,15398000,342928000,643146000,0,862677000,116133000,10919000,161705000,155792000,0,375382000,3746000,688727000,7076000,86934000,-142371000,21198000,-14313000,-1110000,-11825000,226000,1.9512,42.6773,894525211.1,823351211.1,4.628,808146000,104420500,33.0181,0.258,0.0719,0.0062,-0.0066,0,1
368000000,163000000,205000000,,115000000,203000000,16000000,88000000,-107000000,0.557065217,-0.29076087,,-107000000,,32000000,7000000,653000000,608000000,,419000000,57000000,10000000,100000000,299000000,28000000,519000000,-16000000,220000000,,88000000,-95000000,,0,-309000000,,,,,,,,,,,,,,,,0
1114919355,771889400.9,343029953.9,0,260656682,260656682,41474654.38,11520737.33,32258064.52,0.3077,0.0084,0.1108,32546082.95,104838709.7,652073732.7,20161290.32,672235023,460253456.2,0,1080933180,267569124.4,177995391.7,472926267.3,990783410.1,0,1338133641,0,413882488.5,104838709.7,159850230.4,-99366359.45,864055.2995,-22177419.35,-191244239.6,0,0,3.8636,49.5712,,,6.9107,1756336406,257616337.9,213.4746,-0.0414,0.2135,0.0137,-0.0621,0,0
23000000,0,23000000,,65000000,80000000,62000000,-961000000,1233000000,1,53.60869565,,1233000000,0,7000000,0,6302000000,1000000,6264000000,2761000000,1000000,979000000,959000000,867000000,0,3720000000,3165000000,3165000000,6264000000,4000000,-3000000,,-159000000,-13000000,0,,,,,,,,,,,,,,,0
55355048368,0,55355048368,0,17303053204,51240779927,497430471.6,935912938.3,2835701330,1,0.0077,0.0307,2835701330,0,3339782346,623186215.2,10814691657,72455108827,5574365175,89123941959,18035217654,8427297461,41627569528,15776451028,462666263.6,50558796856,0,49254383313,5574365175,11410671100,-12888149940,27811366.38,-24486094.32,8043077388,0,-45193470.37,154.5413,2684.2864,6389830000,,5.1438,64289903265,17836399324,22.0218,0.0497,-0.1524,0.0636,-0.0263,0,1
5044000000,2359000000,2685000000,,1686000000,2790000000,170000000,-279000000,153000000,0.532315623,0.030333069,,153000000,100000000,961000000,145000000,7329000000,3424000000,453000000,4108000000,368000000,20000000,918000000,2437000000,223000000,5026000000,-1000000,4269000000,453000000,844000000,-685000000,,-100000000,-17000000,0,,,,,,,,,,,,,,,0
52008000000,21884000000,30124000000,,2280000000,23468000000,3363000000,1219000000,3132000000,0.579218582,0.060221504,,3132000000,2154000000,7876000000,1117000000,95135000000,34225000000,8244000000,69080000000,7943000000,9134000000,29066000000,43460000000,774000000,98146000000,-11718000000,16920000000,8244000000,,-8992000000,,-810000000,-13398000000,0,-341000000,,,,,,,,,,,,,,0
1037000000,391000000,646000000,,43000000,306000000,14000000,69000000,285000000,0.62295082,0.274831244,,285000000,307000000,,10000000,3517000000,2659000000,,1645000000,40000000,0,253000000,1062000000,,1898000000,396000000,2401000000,,,-204000000,-42000000,-304000000,-250000000,,2000000,,,,,,,,,,,,,,0
2819412442,0,2819412442,0,1703052995,2355702765,168778801.8,99942396.31,22465437.79,1,0.0023,0.2507,213421659,171658986.2,771313364.1,36002304.15,1536578341,1998847926,0,4407834101,495103686.6,535138248.8,1184043779,4117223502,0,5055587558,0,358870967.7,171658986.2,609735023,-297523041.5,0,86693548.39,219182027.6,0,0,9.0613,144.7483,540000000,,44.7051,6377592166,460428271.1,99.8539,-0.0428,0.3083,0.1367,0.175,0,0
30717000000,16192000000,14526000000,,4423000000,11319000000,3007000000,139000000,304000000,0.472897744,0.0098968,,304000000,573000000,1000000,381000000,37706000000,26103000000,1975000000,2721000000,5058000000,19946000000,32852000000,,2365000000,35573000000,,7809000000,1975000000,6866000000,-6271000000,-184000000,0,-5351000000,,,,,,,,,,,,,,,,1
51938664718,25233134011,26705530707,0,12233575547,21614361261,1540456584,1267997509,1490895831,0.5142,0.0015,0.0966,1634739858,3005626640,10393032791,1973033299,17398841790,34384504220,189891814.9,58158446060,10941221098,2630698577,21013548399,35479659329,1904208134,62306981952,-3724544687,9871088561,3195518454,8143108388,-6052454906,-332422623.3,121279054.4,-1394686782,-62703152.01,3118098.627,146.571,970.4334,452760000,,7.4259,73791912710,11264466689,73.0372,-0.037,0.1094,0.0339,0.0392,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2819412442,0,2819412442,0,1704781106,2357430876,166186635.9,99942396.31,-4320276.498,1,-0.0006,0.25,194412442.4,221486175.1,771313364.1,36002304.15,1592741935,1998847926,0,4407834101,499711981.6,563076036.9,1216589862,4350230415,0,5293202765,0,50979262.67,221486175.1,609735023,-297523041.5,0,131624424,199596774.2,0,0,-271.2222,3200.4215,9.62E+13,,-232,6627880184,465458275.3,99.8539,-0.0438,0.3083,0.126,0.1619,0,0
4498603.435,1989120.999,2509482.436,0,1822877.44,4726249.024,83607.338,-146145.9797,1321362.998,0.5578,0.2295,0.4641,1321362.998,0,2638430.133,1380352.849,7180616.706,453799.3755,0,20812708.04,657545.6674,1268575.332,2904167.057,1309027.322,0,15979012.49,-196455.1132,12056350.51,0,1577775.956,-1709594.848,0,0,-1233061.671,0,-48132.7088,0.8203,7.4847,,,2.8738,6950625.293,924897.8337,214.0724,-1.5417,0.0317,-0.1064,0.4756,0,1
54000000,45000000,10000000,8000000,22000000,30000000,,0,-21000000,0.185185185,-0.388888889,,-21000000,,9000000,,2000000,1000000,,1000000,9000000,,17000000,,0,18000000,,1000000,,2000000,-1000000,,0,,0,,,,,,,,,,,,,,,0
15049000000,5661000000,9388000000,,2476000000,7333000000,1890000000,310000000,-2778000000,0.623828826,-0.184596983,,-2778000000,,1540000000,,4332000000,19535000000,6671000000,53265000000,1047000000,4165000000,9966000000,38050000000,1101000000,50792000000,1656000000,6805000000,6671000000,4857000000,-1953000000,,26000000,-10506000000,-2976000000,104000000,,,,,,,,,,,,,,0
0,0,0,1454440,2280281,4132166,0,0,-4114001,0,,0,-4114001,0,0,0,1062561,1566969,0,1874969,161536,0,800008,0,0,800008,-151211,2137522,0,397445,-513022,0,0,0,3986016,-145603,-0.1323,0.0687,498288763.3,492905112.3,0.6887,913035,262309.5,0,-0.4642,0,0.1832,0,0.8143,0
6773000,2058000,4715000,1645000,3495000,5140000,-14000,-9000,-1768000,0.6961,-0.261,-0.0697,-1768000,0,638000,0,4162000,107000,0,4484000,308000,0,5715000,0,1744000,6934000,0,1712000,0,98000,-50000,0,141000,0,400000,0,-0.591,0.5723,7173700,,0.2387,-2813000,2197000,34.3821,0.5187,0,-0.2964,0,-0.0621,0
68526000,31395000,37131000,0,10147000,17524000,13249000,-7856000,12115000,0.5419,0.177,0.1379,12115000,0,6522000,2700000,15914000,50888000,1632000,99025000,1619000,3891000,12055000,83949000,4051000,113432000,0,1507000,1632000,7377000,-8510000,0,-1000,-14230000,0,0,3.62,0.4503,45514970.4,125893970.4,1.4826,136959000,1548000,34.7391,0.0422,0.2363,-0.0443,-0.0967,0,1
941244239.6,756624424,184619815.7,0,118951612.9,102822580.6,51843317.97,6048387.097,32834101.38,0.1961,0.0101,0.2384,32834101.38,0,313364055.3,26785714.29,578629032.3,339861751.2,0,780241935.5,261808755.8,203052995.4,521601382.5,553859447,67972350.23,945852534.6,0,413018433.2,0,155529953.9,-64228110.6,-44066820.28,86981566.82,-223214285.7,54723502.3,0,2.5213,31.7158,771120000,,8.7895,823444700.5,236044564.8,121.5177,1.1289,0.0748,0.0072,-0.2081,0,0
283853391.9,182801586.2,101051805.7,0,61465665.67,88550843.15,6731485.332,10749.2107,9892954.493,0.356,0.0005,0.0079,9892954.493,0,135238192,18202618,186936521.1,101980149.4,1149657.35,144688242.1,98061245.86,59349934.55,176148471.5,75790528.99,18737291.14,204352583.4,0,127272179.9,1149657.35,27085177.49,-24553984.75,0,-1123323.323,624239.6242,4620004.62,-55440.0554,233.6528,3005.9274,357370000,,2.7094,193638931.2,85248211.33,173.8994,-0.0293,0.6274,0.1817,0.1113,0,0
1.04E+11,,,,,,,2439000000,6107000000,0,0.058948445,,6107000000,,,,,,,,,,,50079000000,,1.03E+11,161000000,36791000000,,,-23922000000,-62000000,-832000000,-43477000000,,,,,,,,,,,,,,,,0
28817000000,24254000000,4563000000,,,3448000000,14000000,365000000,767000000,0.158344033,0.026616233,,767000000,,0,1330000000,11035000000,10164000000,,1379000000,5054000000,5270000000,11179000000,,,12557000000,6000000,10438000000,,229000000,-260000000,,0,,0,,,,,,,,,,,,,,,0
1.26E+11,51556000000,74478000000,,28336000000,45290000000,4733000000,-9956000000,30101000000,0.590935779,0.238832379,,30101000000,0,23493000000,1034000000,2.27E+11,88568000000,1039000000,1.81E+11,7063000000,3453000000,33037000000,1.14E+11,3084000000,2.14E+11,3075000000,43096000000,1039000000,16954000000,-17830000000,-583000000,0,-24407000000,0,,,,,,,,,,,,,,,1
13705000000,7215000000,6490000000,0,688000000,2961000000,1832000000,1938000000,183000000,0.4735,0.002,0.1117,223000000,0,1448000000,424000000,2715000000,40155000000,7298000000,76340000000,1340000000,2828000000,6181000000,37843000000,0,43931000000,-541000000,33636000000,7298000000,2261000000,-3070000000,-27000000,-310000000,-2266000000,-250000000,22000000,0.0821,15.0834,41984903991,79563903991,170.4074,85192000000,1298500000,38.564,-0.0025,0.1877,-0.0156,-0.0551,0,0
2.44E+11,1.58E+11,86042000000,1790000000,10649000000,66767000000,601000000,-1174000000,19710000000,0.3521,0.081,0.06,19848000000,0,25597000000,16992000000,47134000000,2.53E+11,39160000000,3.02E+11,36796000000,17930000000,57771000000,42336000000,0,1.54E+11,-16262000000,1.88E+11,39160000000,19893000000,-15402000000,-2404000000,0,-1048000000,-747000000,314000000,4.6518,44.2963,3.60E+11,3.99E+11,1.5254,3.30E+11,33994500000,38.2337,1.2886,0.1268,0.0556,-0.01,0.2202,0
20620000000,18343000000,2277000000,0,256000000,903000000,593000000,1131000000,-463000000,0.1104,-0.022,0.0608,-468000000,0,5036000000,2396000000,10777000000,8521000000,0,14308000000,2554000000,512000000,4862000000,10942000000,0,16736000000,-469000000,8322000000,0,1556000000,-1215000000,-628000000,-11000000,-1641000000,158000000,-52000000,-0.5322,9.5655,43286754198,51891754198,-5.3305,26135000000,2159000000,89.1435,1.203,0.0532,-0.0709,-0.1164,0,0
4765000000,1315000000,3450000000,409000000,371000000,3564000000,270000000,376000000,-5723000000,0.724,-1.201,0.0029,-5723000000,748000000,1082000000,126000000,2566000000,17665000000,847000000,19446000000,1503000000,0,1968000000,5494000000,0,10304000000,-62000000,11708000000,1595000000,2372000000,-1974000000,-104000000,64000000,-1822000000,-11000000,4000000,-6.7329,13.7741,14767152012,18950152012,-0.3474,24860000000,1299500000,82.8814,0.8438,-0.0735,-0.2921,-0.244,0.2663,0
